SG_UF,NM_MUNICIPIO,CD_TSE,CD_IBGE
BA,REMANSO,38210,2926004
BA,SÃO DOMINGOS,38806,2513968
SP,PRESIDENTE BERNARDES,69256,3153103
SC,BALNEÁRIO ARROIO DO SILVA,81728,4201950
PI,FARTURA DO PIAUÍ,10260,2203750
MA,ÁGUA DOCE DO MARANHÃO,7005,2100154
SP,BÁLSAMO,61956,3504800
MG,NOVA PONTE,48992,3145000
RS,BARRA FUNDA,86401,4301958
PR,SÃO JOÃO DO CAIUÁ,78735,4124905
PI,COIVARAS,10189,2202737
BA,CAPELA DO ALTO ALEGRE,30813,2906857
CE,BOA VIAGEM,13471,2302404
RJ,AREAL,58220,3300225
BA,MANSIDÃO,39772,2920452
PB,CARAÚBAS,19240,2402303
SC,BOTUVERÁ,80519,4202701
SP,SÃO SIMÃO,71196,3550902
AM,PAUINI,2712,1303502
PR,OURO VERDE DO OESTE,74063,4117453
MG,IBIÁ,45896,3129509
RS,PORTO LUCENA,88030,4315008
MG,GAMELEIRAS,42102,3127339
RN,PEDRO AVELINO,17930,2409704
PR,CÉU AZUL,79570,4105300
CE,JARDIM,14435,2307106
PA,SOURE,5576,1507904
SP,ADOLFO,61034,3500204
AL,PIRANHAS,28410,2707107
MG,ALPINÓPOLIS,40371,3101904
PR,NOVA FÁTIMA,77232,2922730
PI,ÁGUA BRANCA,10030,2200202
CE,GENERAL SAMPAIO,13935,2304608
SP,IRAPUÃ,65315,3521507
ES,ÁGUIA BRANCA,57991,3200136
MG,PIEDADE DO RIO GRANDE,50059,3150307
RO,CAMPO NOVO DE RONDÔNIA,671,1100700
SC,GRÃO-PARÁ,81191,4206108
SP,JARINU,66052,3525201
RN,OLHO DÁGUA DO BORGES,17671,2408409
AL,MARAVILHA,27910,2704609
RS,BENJAMIN CONSTANT DO SUL,88420,4302055
BA,BARRO ALTO,30759,2903235
CE,ALTO SANTO,13137,2300705
MG,SÃO TOMÁS DE AQUINO,53015,3165107
SC,SEARA,83453,4217501
PA,MUANÁ,4979,1504901
RS,BARRA DO RIBEIRO,85375,4301909
BA,CAFARNAUM,34053,2905305
RN,JARDIM DE ANGICOS,17078,2405504
RS,NOVA ROMA DO SUL,84751,4313359
BA,SERROLÂNDIA,39110,2930600
SE,PROPRIÁ,32131,2805703
MS,GLÓRIA DE DOURADOS,90794,5004007
GO,VICENTINÓPOLIS,96571,5222054
MA,PENALVA,8630,2108306
MG,BONFINÓPOLIS DE MINAS,41637,3108206
RN,SÃO PAULO DO POTENGI,18490,2412609
BA,CANDIBA,34312,2906600
MG,SÃO SEBASTIÃO DA BELA VISTA,52876,3164407
RS,SERTÃO,89117,4320503
SC,PRESIDENTE CASTELLO BRANCO,82732,4213906
AL,MARAGOGI,27898,2704500
MG,ITANHANDU,46612,3133105
BA,VALENTE,39594,2933000
RS,DEZESSEIS DE NOVEMBRO,85049,4306353
PR,GOIOERÊ,75698,4108601
BA,LAJEDINHO,36811,2919009
SC,CAMPOS NOVOS,80691,4203600
MA,SANTANA DO MARANHÃO,8222,2110237
SC,TIMBÉ DO SUL,83933,4218103
TO,NATIVIDADE,94811,1714203
MG,CARMO DO PARANAÍBA,42854,3114303
PR,GUARAQUEÇABA,75850,4109500
PA,MÃE DO RIO,4103,1504059
MG,SERRO,53414,3167103
SP,GUAPIARA,64530,3517604
RS,UNIÃO DA SERRA,88048,4322350
RS,ITAQUI,87130,4310603
PE,PASSIRA,25097,2610509
MG,DOURADOQUARA,44695,3123502
MA,PRESIDENTE VARGAS,8834,2109304
RO,CEREJEIRAS,272,1100056
TO,COLMÉIA,95290,1716703
GO,JUSSARA,94390,2918506
BA,ITUBERÁ,36471,2917300
MA,GOVERNADOR ARCHER,7870,2104503
MG,ALVINÓPOLIS,40452,3102308
BA,CRISTÓPOLIS,34932,2909703
RS,GAURAMA,86711,4308706
RN,SERRA DO MEL,16020,2413359
MA,RIBAMAR FIQUENE,8184,2109551
SC,ÁGUAS MORNAS,80110,4200606
MS,SELVÍRIA,98116,5007802
PR,LARANJAL,74985,3138005
SP,RINCÃO,69752,3543709
ES,PINHEIROS,56812,3204104
CE,CHORÓ,13463,2303931
SC,IMARUÍ,81418,4207205
BA,IPUPIARA,35831,2914109
MA,SÍTIO NOVO,9296,2111805
PE,TABIRA,25917,2614600
MG,CATAS ALTAS DA NORUEGA,43079,3115409
RN,RUY BARBOSA,18198,2411106
MG,ITUMIRIM,46850,3134301
TO,PALMEIRAS DO TOCANTINS,73040,1713809
GO,PIRENÓPOLIS,95435,5217302
SP,CANAS,62103,3509957
MG,BANDEIRA DO SUL,41050,3105301
MA,ALTAMIRA DO MARANHÃO,7072,2100402
SP,SALESÓPOLIS,70017,3545001
RS,SÃO JOSÉ DO OURO,88757,4318606
RS,SÃO JORGE,84794,4318440
PI,LAGOA DO SÍTIO,12220,2205599
GO,MAURILÂNDIA,94579,5213004
MG,CATUJI,40100,3115458
ES,VARGEM ALTA,57959,3205036
MG,SANTANA DE CATAGUASES,51675,3158409
MG,ITAPEVA,46710,3133600
SP,ITAPURA,65617,3523008
PI,COLÔNIA DO GURGUÉIA,10200,2202752
BA,SANTANÓPOLIS,38679,2928307
SP,ITOBI,65773,3523800
SE,GENERAL MAYNARD,31470,2802502
PR,PALMEIRA,77356,4117701
PI,PARNAGUÁ,11517,2207603
PB,CALDAS BRANDÃO,19771,2503803
BA,MILAGRES,37273,2308302
SP,ESPÍRITO SANTO DO PINHAL,68659,3515186
SC,BALNEÁRIO RINCÃO,83909,4220000
MG,VAZANTE,54194,3171006
MG,SÃO TIAGO,52990,3165008
RS,CHARQUEADAS,86932,4305355
BA,MUTUÍPE,37494,2922409
MA,ALTO ALEGRE DO MARANHÃO,7021,2100436
MG,CANA VERDE,42374,3111903
SP,UBIRAJARA,72117,3555505
MG,ITACARAMBI,46418,3132107
GO,SÃO JOÃO DALIANÇA,95974,5220009
GO,URUTAÍ,96377,5221809
PR,JURANDA,84638,4112959
PR,BANDEIRANTES,74454,4102406
BA,ITIÚBA,36412,2917003
SC,CAPIVARI DE BAIXO,81027,4203956
SC,ARAQUARI,80250,4201307
PR,FERNANDES PINHEIRO,75345,4107736
PR,GUAIRAÇÁ,75736,4108908
PR,MORRETES,77097,4116208
MG,BERIZAL,41726,3106655
PB,POÇO DE JOSÉ DE MOURA,19526,2512077
MA,ITINGA DO MARANHÃO,7722,2105427
MS,DOIS IRMÃOS DO BURITI,91804,5003488
SP,SALTO DE PIRAPORA,70076,3545308
MA,SANTO AMARO DO MARANHÃO,8249,2110278
SC,SÃO JOÃO BATISTA,83216,2111003
GO,VILA PROPÍCIO,93505,5222302
SE,MALHADOR,31771,2803906
BA,GENTIO DO OURO,35254,2911303
PR,LIDIANÓPOLIS,74489,4113429
BA,ENTRE RIOS,35092,2910503
RS,SOLEDADE,89192,2516102
RN,GOIANINHA,16810,2404200
PB,BOM SUCESSO,19470,2502300
RO,CASTANHEIRAS,531,1100908
PA,BELTERRA,4804,1501451
MA,SATUBINHA,8460,2111722
MG,SOLEDADE DE MINAS,53554,3167806
PE,BREJÃO,23477,2602407
MG,GUARACIABA,45632,3128204
PR,ENTRE RIOS DO OESTE,74284,4107538
MG,PIRANGUÇU,50172,3150901
PI,SUSSUAPARA,12513,2210938
ES,BARRA DE SÃO FRANCISCO,56170,3200904
MG,ENTRE RIOS DE MINAS,44776,3123908
ES,GOVERNADOR LINDENBERG,56308,3202256
MS,RIO NEGRO,91456,4122305
SP,SÃO LUÍS DO PARAITINGA,71013,3550001
SC,ANTÔNIO CARLOS,80233,3102902
RN,VÁRZEA,18910,2414704
PB,POCINHOS,21415,2512002
GO,IACIARA,93939,5209903
MG,IGUATAMA,46051,3130309
MG,BOTELHOS,41670,3108404
MA,TURILÂNDIA,8605,2112456
MG,PAINS,49298,3146503
AM,CAREIRO,2232,1301100
SP,QUELUZ,69396,3541901
SP,SANTÓPOLIS DO AGUAPEÍ,70696,3548401
RS,SANTA MARGARIDA DO SUL,89443,4316972
SP,ENGENHEIRO COELHO,61689,3515152
SP,GUARACI,64599,3517901
MG,PATROCÍNIO DO MURIAÉ,49638,3148202
PR,TERRA BOA,79170,4127205
SP,ILHA SOLTEIRA,61204,3520442
AM,CANUTAMA,2194,1300904
PR,SANTO ANTÔNIO DO PARAÍSO,78638,4124301
BA,SANTA INÊS,38598,2109908
MS,FÁTIMA DO SUL,90751,5003801
GO,SANTA FÉ DE GOIÁS,92568,5219258
RN,RAFAEL GODEIRO,18937,2410603
RN,APODI,16195,2401008
PE,INAJÁ,24392,2607000
PR,ROSÁRIO DO IVAÍ,75744,4122651
RS,GENERAL CÂMARA,86738,4308805
AC,MÂNCIO LIMA,1090,1200336
BA,PALMAS DE MONTE ALTO,37699,2923407
SC,CANOINHAS,80730,4203808
SP,PIRATININGA,68896,3539400
SP,CANANÉIA,62995,3509908
RS,TAQUARI,89290,4321303
PE,MACHADOS,24813,2609105
BA,TANQUINHO,39217,2931103
MT,ARAGUAIANA,98639,5101001
SC,ALTO BELA VISTA,81302,4200754
PI,BOM PRINCÍPIO DO PIAUÍ,10065,2201919
SP,PARAÍSO,68152,3535705
PR,SANTA FÉ,78450,4123402
CE,REDENÇÃO,15334,1506138
BA,CANSANÇÃO,34355,2906808
PR,NOVA ESPERANÇA DO SUDOESTE,75027,4116950
SP,PINDORAMA,68632,3538105
MT,SANTO ANTÔNIO DO LESTE,89843,5107792
PB,CATURITÉ,19801,2504355
RN,TRIUNFO POTIGUAR,16128,2414456
BA,ABAÍRA,33014,2900108
BA,CENTRAL,34517,2907608
MG,INDAIABIRA,42242,3130655
SP,BERTIOGA,61280,3506359
MG,IGARATINGA,46035,3130200
SP,CRISTAIS PAULISTA,63657,3513207
AC,RODRIGUES ALVES,1082,1200427
PR,SERTANEJA,79030,4126405
RS,ITATIBA DO SUL,87157,4310702
PI,ANGICAL DO PIAUÍ,10111,2200608
PR,NOVA ESPERANÇA,77216,4116901
PR,BARRACÃO,74497,4102604
PA,FARO,4596,1503002
PB,LIVRAMENTO,20710,2508505
MA,SÃO RAIMUNDO DAS MANGABEIRAS,9253,2111607
SC,XAXIM,83879,4219705
AL,PASSO DE CAMARAGIBE,28290,2706505
GO,NOVA IGUAÇU DE GOIÁS,93084,5214879
TO,ITACAJÁ,94056,1710508
CE,FORTIM,13501,2304459
MG,CAPARAÓ,42412,3112109
SP,TAGUAÍ,71617,3553005
TO,PINDORAMA DO TOCANTINS,95370,1717008
SC,VARGEM BONITA,80969,3170602
MS,ROCHEDO,91499,5007505
SP,NAZARÉ PAULISTA,67490,3532405
PB,TACIMA,22292,2516409
MS,IVINHEMA,90930,5004700
BA,ENCRUZILHADA,35076,2910404
MG,MIRAVÂNIA,41068,3142254
ES,SANTA MARIA DE JETIBÁ,57932,3204559
SC,RIO DAS ANTAS,82830,4214409
SP,CORUMBATAÍ,63550,3512704
PR,AGUDOS DO SUL,74055,4100301
PB,BORBOREMA,19550,2502706
BA,ITAMARAJU,36137,2915601
BA,WAGNER,39675,2933406
PR,JAPIRA,76392,4112306
AM,ENVIRA,2313,1301506
PI,DOM EXPEDITO LOPES,10677,2203404
MG,SÃO MIGUEL DO ANTA,52752,3163805
CE,CHAVAL,13773,2303907
PB,ARARA,19178,2500908
SC,MAREMA,82066,4210555
PE,SÃO JOÃO,25631,2613206
BA,CAATIBA,33952,2904803
PI,NOSSA SENHORA DE NAZARÉ,10928,2206753
PI,RIACHO FRIO,12300,2208858
SP,ESTRELA DOESTE,64050,3515202
MG,DIVINO,44393,3122009
PI,LAGOA DO PIAUÍ,12424,2205581
GO,NOVA VENEZA,94978,4211603
SC,PINHEIRO PRETO,82554,4213005
RS,ROQUE GONZALES,88293,4316303
MG,RIO NOVO,51071,3155405
PE,TRIUNFO,26131,2516805
PR,MARMELEIRO,76953,4115408
PB,OLHO DÁGUA,21091,2510402
SP,POPULINA,69094,3540408
PA,CUMARU DO NORTE,4529,1502764
MG,SÃO VICENTE DE MINAS,53058,3165305
SP,AMÉRICO DE CAMPOS,61352,3501806
PE,MOREILÂNDIA,25852,2614303
PI,CAJUEIRO DA PRAIA,12572,2202083
SC,JAGUARUNA,81736,4208807
SP,TAPIRATIBA,71730,3553609
RS,SALVADOR DAS MISSÕES,87580,4316477
PB,BARRA DE SANTA ROSA,19330,2501609
PA,SÃO CAETANO DE ODIVELAS,5410,1507102
RS,ARATIBA,85170,4300901
GO,ABADIA DE GOIÁS,93360,5200050
PA,TRACUATEUA,4669,1508035
RO,ALTO PARAÍSO,639,1100403
MG,SÃO JOÃO DAS MISSÕES,41602,3162450
RS,PANTANO GRANDE,84980,4313953
SP,GUARANI DOESTE,64610,3518008
MA,MONTES ALTOS,8397,2107001
MG,ESTIVA,44890,3124500
CE,PACUJÁ,14990,2309904
BA,LAJEDO DO TABOCAL,36820,2919058
MG,CHIADOR,43230,3116209
SC,URUBICI,83712,4218905
PB,ALAGOA NOVA,19070,2500403
BA,LAMARÃO,36838,2919108
MT,NOVA UBIRATÃ,90883,5106240
MA,BELA VISTA DO MARANHÃO,7188,2101772
MG,INHAÚMA,46191,3131000
MG,MANTENA,47910,3139607
AM,BOA VISTA DO RAMOS,2976,1300680
MT,SÃO FÉLIX DO ARAGUAIA,91839,5107859
GO,FIRMINÓPOLIS,93572,5207808
AL,PORTO REAL DO COLÉGIO,28495,2707503
MG,OLÍMPIO NORONHA,49093,3145505
RJ,LAJE DO MURIAÉ,58459,3302304
PI,MARCOLÂNDIA,10367,2205953
RS,NOVO TIRADENTES,87300,4313441
MG,MORRO DA GARÇA,48712,3143609
RN,GUAMARÉ,16870,2404507
BA,NORDESTINA,39799,2922656
RN,JANDAÍRA,16993,2405108
MT,JANGADA,90565,5104906
GO,CAMPOS BELOS,92975,5204904
ES,MANTENÓPOLIS,56650,3203304
PB,SÃO JOÃO DO CARIRI,21814,2514008
BA,ITAGIMIRIM,36072,2915304
PI,AVELINO LOPES,10219,2201101
RN,PATU,17850,2409308
PR,IBAITI,75892,4109708
BA,PAU BRASIL,37796,2923902
PR,PALMITAL,77372,3535309
RS,PASSO DO SOBRADO,87343,4314076
MG,RIO CASCA,50970,3154903
PB,MARIZÓPOLIS,19461,2509156
CE,ARARENDÁ,13420,2301257
BA,COTEGIPE,34878,2909406
SP,SARUTAIÁ,71250,3551207
CE,JIJOCA DE JERICOACOARA,13005,2307254
RS,SANTANA DA BOA VISTA,88439,4317004
SP,PAULISTÂNIA,62405,3536570
MG,RAPOSOS,50776,3153905
SC,SÃO JOSÉ DO CEDRO,83291,4216701
SP,MINEIROS DO TIETÊ,66974,3529807
RJ,ENGENHEIRO PAULO DE FRONTIN,58351,3301801
GO,HIDROLINA,93912,5209804
GO,SÃO LUÍS DE MONTES BELOS,95990,5220108
MG,MARAVILHAS,47937,3139706
AP,FERREIRA GOMES,6114,1600238
MT,SANTA TEREZINHA,91979,2612802
BA,CONDE,34711,2504603
SP,MONTEIRO LOBATO,67350,3531704
RJ,MACUCO,58386,3302452
RN,UMARIZAL,18872,2414506
RS,LAGOA VERMELHA,87270,4311304
SC,GRAVATAL,81213,4206207
TO,CARIRI DO TOCANTINS,73300,1703867
RS,LAVRAS DO SUL,87319,4311502
BA,IBIPITANGA,35513,2912509
PA,AVEIRO,4197,1501006
MA,SANTA QUITÉRIA DO MARANHÃO,8990,2110104
RS,JARI,88587,4311130
TO,JAÚ DO TOCANTINS,73369,1711506
PE,TRINDADE,26115,2615607
PE,TAQUARITINGA DO NORTE,25992,2615003
PR,CRUZEIRO DO OESTE,75299,4106605
RN,AREZ,16233,2401206
AM,NOVO ARIPUANÃ,2674,1303304
MG,ÁGUAS FORMOSAS,40177,3100906
PI,BURITI DOS LOPES,10391,2202000
BA,WANDERLEY,39993,2933455
PI,ALEGRETE DO PIAUÍ,10022,2200277
AC,CAPIXABA,1015,1200179
PB,CAAPORÃ,19615,2503001
RS,IBIAÇÁ,86975,4309803
MG,CONCEIÇÃO DOS OUROS,43559,3117801
SP,VALPARAÍSO,72273,3556305
AL,CANAPI,27316,2701605
TO,SANDOLÂNDIA,73156,1718840
PR,ESPERANÇA NOVA,75302,4107520
SP,APARECIDA DOESTE,61514,3502606
MA,BACURITUBA,7145,2101350
RN,BODÓ,16101,2401651
MG,BOM JESUS DA PENHA,41513,3107604
MG,CAPELA NOVA,42439,3112208
CE,PALHANO,15016,2310001
MG,EUGENÓPOLIS,44970,3124906
SC,IPUAÇU,80829,4207684
MG,CAPITÃO ANDRADE,40061,3112653
MG,BAEPENDI,40975,3104908
SP,BARRA DO TURVO,62073,3505401
SC,CERRO NEGRO,80381,4204178
GO,CARMO DO RIO VERDE,92991,5205000
PA,CACHOEIRA DO PIRIÁ,4766,1501956
PR,MARIA HELENA,76856,4114708
BA,ITORORÓ,36439,2917102
MG,BANDEIRA,41033,3105202
SC,MORRO DA FUMAÇA,82198,4211207
MG,ALTO CAPARAÓ,41661,3102050
SP,IGARAÇU DO TIETÊ,65013,3520004
GO,ALVORADA DO NORTE,92150,5200803
AC,EPITACIOLÂNDIA,1112,1200252
TO,XAMBIOÁ,96431,1722107
PI,SEBASTIÃO LEAL,12068,2210631
SP,NEVES PAULISTA,67512,3532504
SC,ABELARDO LUZ,80012,4200101
TO,NAZARÉ,94838,1714302
AL,JACUÍPE,27693,2703502
PR,ANTONINA,74217,4101200
CE,CARIRIAÇU,13633,2303204
RN,PORTALEGRE,18031,2410207
PI,SEBASTIÃO BARROS,12041,2210623
MT,ÁGUA BOA,91910,3100609
MG,JEQUERI,47090,3135506
MG,LUZ,47759,3138807
BA,BARRA DA ESTIVA,33553,2902807
PE,CACHOEIRINHA,23612,1703826
PB,SUMÉ,22276,2516300
AM,BARCELOS,2097,1300409
MG,BONITO DE MINAS,41742,3108255
GO,MUTUNÓPOLIS,94790,5214101
PI,BONFIM DO PIAUÍ,10081,2201929
RS,SÃO JOSÉ DAS MISSÕES,87769,4318457
RN,PARELHAS,17779,2408904
PI,MORRO DO CHAPÉU DO PIAUÍ,12459,2206670
MA,IGARAPÉ DO MEIO,7684,2105153
PA,CURRALINHO,4553,1502806
GO,FAINA,92223,5207535
RJ,BOM JARDIM,58092,2102002
AL,CAMPO GRANDE,27294,2402105
PA,SANTARÉM NOVO,5371,1506906
TO,NOVA ROSALÂNDIA,92401,1715002
CE,CATARINA,13714,2303600
MT,ALTO BOA VISTA,90042,5100359
RS,AUGUSTO PESTANA,85294,4301503
MG,CARBONITA,42692,3113503
MG,SANTA RITA DE CALDAS,51837,3159209
PB,ALAGOA GRANDE,19054,2500304
MG,SENADOR MODESTINO GONÇALVES,53171,3165909
RS,CÂNDIDO GODÓI,85839,4304309
MG,PEQUI,49913,3149606
RO,NOVO HORIZONTE DO OESTE,515,1100502
SE,CARMÓPOLIS,31291,2801504
SP,UBARANA,61468,3555356
SC,GUARACIABA,81256,3128204
PR,NOVO ITACOLOMI,74420,4117297
SP,PEDREGULHO,68411,3537008
MG,PIEDADE DOS GERAIS,50075,3150406
MG,ORATÓRIOS,41220,3145851
SP,IACRI,64858,3519204
PB,DIAMANTE,20133,2505600
PR,PRESIDENTE CASTELO BRANCO,77879,4120408
GO,UIRAPURU,93246,5221577
ES,GUAÇUÍ,56456,3202306
MT,DIAMANTINO,90697,5103502
GO,MUNDO NOVO,96512,2922102
AM,TONANTINS,98515,1304237
BA,PEDRÃO,37834,2924108
PE,ALIANÇA,23132,2600708
TO,SANTA FÉ DO ARAGUAIA,73350,1718865
SC,SANTA ROSA DO SUL,80241,4215653
BA,ANGICAL,33278,2901403
RS,CHIAPETTA,86053,4305405
MG,SEM PEIXE,40827,3165560
MG,DESTERRO DO MELO,44296,3121506
MA,RIACHÃO,8877,2109502
BA,TUCANO,39373,2931905
SP,VITÓRIA BRASIL,62227,3556958
MG,CRUZÍLIA,44156,3120805
PA,CURUÇÁ,4570,1502905
SC,SÃO MARTINHO,83372,4217105
PR,JANIÓPOLIS,76376,4112207
SC,BOM RETIRO,80497,4202602
SP,FARTURA,64092,3515400
MG,MATIPÓ,48178,3140902
MG,IAPU,45853,3129301
MG,ITAPECERICA,46698,3133501
SC,ATALANTA,80357,4201802
SP,ITARIRI,65676,3523305
SC,NOVA TRENTO,82252,4211504
RN,ENCANTO,16659,2403301
TO,CHAPADA DE AREIA,73474,1704600
SP,GUAÍRA,64491,3517406
SP,POMPÉIA,69019,3540002
PR,CAFEARA,74659,4103404
SE,MOITA BONITA,31810,2804102
SP,OCAUÇU,67750,3533700
MA,AFONSO CUNHA,7013,2100105
MG,JOSENÓPOLIS,40924,3136579
PI,REGENERAÇÃO,11754,2208809
RO,SANTA LUZIA DOESTE,353,1100296
PE,ITAQUITINGA,24554,2607802
SP,BORBOREMA,62472,2502706
SP,AREIAS,61697,3503505
TO,MONTE SANTO DO TOCANTINS,73563,1713700
AL,IBATEGUARA,27596,2703007
MT,GENERAL CARNEIRO,90778,4108502
BA,VEREDA,39640,2933257
SC,IPIRA,81493,4207601
TO,CHAPADA DA NATIVIDADE,73482,1705102
MG,DIVISÓPOLIS,40142,3122454
SC,PARAÍSO,80705,3535705
PR,IVAÍ,76210,4111407
PR,MUNHOZ DE MELO,77119,4116307
MS,ANTÔNIO JOÃO,90174,5000906
ES,IRUPI,56049,3202652
MG,CAMPANÁRIO,42153,3110806
PB,BAÍA DA TRAIÇÃO,19291,2501401
BA,VARZEDO,39624,2933174
PR,MAMBORÊ,76732,4114005
BA,CAETANOS,34029,2905156
MG,JAPARAÍBA,47058,3135308
PI,WALL FERRAZ,12564,2211704
RR,PACARAIMA,3123,1400456
PB,PILÕES,21334,2410009
AL,COITÉ DO NÓIA,27391,2702009
RN,GOVERNADOR DIX-SEPT ROSADO,16837,2404309
MG,GOUVEIA,45519,3127602
MG,SANTA ROSA DA SERRA,51934,3159704
SP,QUINTANA,69418,3542008
GO,POSSE,95613,5218300
BA,WENCESLAU GUIMARÃES,39691,2933505
MA,SÃO LUÍS GONZAGA DO MARANHÃO,8052,2111409
PE,TACARATU,25950,2614808
RR,NORMANDIA,3115,1400407
MG,SANTANA DO RIACHO,51799,3159001
GO,PALMINÓPOLIS,95150,5215900
GO,NOVA CRIXÁS,96539,5214838
MG,RITÁPOLIS,51217,3156106
PR,VERA CRUZ DO OESTE,79898,4128559
PR,TAPIRA,79731,3168101
MG,PINGO DÁGUA,41360,3150539
PE,FERREIROS,24090,2605509
MG,NAZARENO,48895,3144508
PE,IATI,24295,2606507
RO,SERINGUEIRAS,582,1101500
RS,LINHA NOVA,86924,4311643
PE,LAGOA DO CARRO,23027,2608453
MT,COLÍDER,89796,5103205
GO,CALDAZINHA,93122,5204557
MG,ALVORADA DE MINAS,40479,3102407
MA,PASSAGEM FRANCA,8575,2107902
RO,TEIXEIRÓPOLIS,752,1101559
ES,IBATIBA,57096,3202454
MG,SANTA BÁRBARA DO MONTE VERDE,41440,3157278
PB,PRATA,21458,2512200
RS,SÃO PEDRO DA SERRA,87807,4319356
MG,SANTA RITA DO ITUETO,51896,3159506
PI,BARRA DALCÂNTARA,10600,2201176
PI,BURITI DOS MONTES,10103,2202026
SP,PIQUETE,68713,3538501
MA,LAGOA DO MATO,7820,2105922
MT,LUCIARA,91057,5105309
MT,SÃO JOSÉ DOS QUATRO MARCOS,89931,5107107
GO,PORTELÂNDIA,95575,5218102
RS,HULHA NEGRA,86800,4309654
PA,ABEL FIGUEIREDO,4502,1500131
RN,VIÇOSA,18970,2414902
CE,PALMÁCIA,15032,2310100
MG,CAREAÇU,42714,3113602
RJ,TRAJANO DE MORAES,59170,3305901
PB,NOVA PALMEIRA,21075,2510303
MA,CACHOEIRA GRANDE,7226,2102374
SE,CANHOBA,31216,2801108
PB,PUXINANÃ,21490,2512408
RS,FONTOURA XAVIER,86630,4308300
SC,SERRA ALTA,80284,4217550
PR,ANDIRÁ,74195,4101101
MG,SANTA CRUZ DO ESCALVADO,51470,3157401
MT,COCALINHO,98671,5103106
MG,CORONEL MURTA,43893,3119500
PR,PATO BRAGADO,74624,4118451
RN,TIMBAÚBA DOS BATISTAS,18830,2414308
MT,ALTO GARÇAS,90077,5100409
AM,TAPAUÁ,2798,1304104
SP,GÁLIA,64335,3516606
CE,IBICUITINGA,15920,2305332
GO,LEOPOLDO DE BULHÕES,94439,5212303
MT,GUIRATINGA,90832,5104203
SE,SANTO AMARO DAS BROTAS,32310,2806602
RN,RIACHUELO,18155,2410900
RS,SÃO PEDRO DAS MISSÕES,89486,4319364
GO,VARJÃO,96393,5221908
RS,CAMPO NOVO,85790,4304002
RS,VICENTE DUTRA,89656,4323101
MA,SERRANO DO MARANHÃO,8524,2111789
BA,ITAJU DO COLÔNIA,36099,2915403
PR,REBOUÇAS,78077,4121505
PR,CARLÓPOLIS,74918,4104709
PB,TRIUNFO,22373,2516805
AL,CAPELA,27332,2701704
PB,SALGADINHO,21610,2513000
SP,GUAIÇARA,64459,3517208
GO,VIANÓPOLIS,96415,5222005
SP,ARANDU,61611,3503109
MG,RIO PRETO,51179,3155900
RN,SERRA DE SÃO BENTO,18635,2413300
BA,POTIRAGUÁ,38091,2925402
RS,CACEQUI,85570,4302907
MA,LAGO DOS RODRIGUES,7803,2105948
GO,SÍTIO DABADIA,96113,5220702
PI,PASSAGEM FRANCA DO PIAUÍ,10405,2207751
MG,SÃO JOÃO DO MANHUAÇU,40720,3162559
RN,BARCELONA,16292,2401503
SP,GABRIEL MONTEIRO,64319,3516507
MA,ANAJATUBA,7137,2100709
RS,MACHADINHO,87351,4311700
PB,BARRA DE SÃO MIGUEL,19356,2501708
PE,IBIRAJUBA,24333,2606705
RS,FLORES DA CUNHA,86614,4308201
SP,LUIZIÂNIA,66559,3527702
BA,JOÃO DOURADO,30996,2918357
SE,BREJO GRANDE,31135,2800704
MG,COMERCINHO,43397,3117009
MG,SÃO GONÇALO DO RIO ABAIXO,52370,3161908
GO,TRÊS RANCHOS,96237,5221304
PB,ITABAIANA,20397,2506905
RS,DOM FELICIANO,86274,4306502
PB,BOM JESUS,19453,2201903
MG,JACUTINGA,46973,3134905
MG,DORES DO TURVO,44652,3123304
RS,PRESIDENTE LUCENA,87505,4315149
MG,CHALÉ,43192,3116001
MG,EWBANK DA CÂMARA,44997,3125002
PB,CASSERENGUE,19607,2504157
PI,BELA VISTA DO PIAUÍ,10626,2201556
MA,TUFILÂNDIA,8583,2112274
SP,LAGOINHA,66273,3526308
SC,DIONÍSIO CERQUEIRA,80977,4205001
PI,JAICÓS,11037,2205201
AL,CAMPESTRE,27081,2701357
RO,THEOBROMA,590,1101609
AC,BRASILÉIA,1058,1200104
MG,RODEIRO,51250,3156304
SC,AGROLÂNDIA,80039,4200200
PI,LANDRI SALES,11118,2205607
SC,VARGEM,80462,3556354
RN,BOA SAÚDE,17035,2401701
GO,INDIARA,96814,5209952
TO,MIRANORTE,94633,1713304
MS,ÁGUA CLARA,90034,5000203
GO,GUARINOS,92860,5209457
RS,BARRA DO GUARITA,86363,4301859
SC,ILHOTA,81396,4207106
GO,BOM JARDIM DE GOIÁS,92673,5203401
PB,AMPARO,19585,2500734
RS,FAZENDA VILANOVA,88366,4308078
MG,COQUEIRAL,43737,3118700
MA,NOVA OLINDA DO MARANHÃO,8001,2107357
RS,FORTALEZA DOS VALOS,98272,4308458
SP,GUARAÇAÍ,64572,3517802
BA,BONITO,33804,1501600
ES,ITAGUAÇU,56537,3202702
PR,NOVA PRATA DO IGUAÇU,79952,4117255
SP,JOÃO RAMALHO,66133,3525607
GO,IPAMERI,93971,5210109
MG,ENGENHEIRO NAVARRO,44750,3123809
MT,SÃO JOSÉ DO RIO CLARO,91995,5107305
MG,SENHORA DOS REMÉDIOS,53236,3166204
PE,CORRENTES,23930,2604700
MA,SANTA LUZIA DO PARUÁ,9652,2110039
